80.7772,45.6102,1
48.6495,72.3938,1
22.2484,53.5658,1
26.1946,19.7807,1
68.3362,54.6383,1
92.0653,28.9132,1
54.4156,93.372,1
14.7075,19.3661,1
46.9031,68.3726,1
53.8059,83.5943,1
94.3248,74.7899,1
37.6582,83.5818,1
65.2007,40.7595,1
34.0755,34.1054,1
76.1649,47.898,1
53.6265,83.1342,1
92.0363,33.0795,1
98.4099,84.0342,1
52.6627,75.982,1
36.3553,74.8398,1
1.77024,83.5185,1
73.8802,24.54,1
53.5779,30.1495,1
33.2613,90.1408,1
15.8243,59.8675,1
59.7578,84.1354,0
18.8653,77.1281,0
39.5653,29.8777,0
94.9476,96.3575,0
11.2665,34.2578,0
89.5713,14.1313,0
58.0455,84.9191,0
29.347,29.5603,0
76.2412,39.528,0
95.149,42.8623,0
63.2578,76.1233,0
22.9711,16.7531,0
54.8606,74.2754,0
73.1805,35.6566,0
82.8395,29.7316,0
12.2947,92.2018,0
24.6679,9.35264,0
57.9131,92.522,0
91.8192,33.1194,0
97.0278,55.6189,0
48.0315,44.7042,0
62.3037,90.2103,0
63.6638,47.2771,0
11.2977,36.8172,0
37.7037,7.29546,0
60.7139,54.0022,0
56.3963,72.1254,0
52.4339,13.4526,0
99.8738,42.7765,0
74.0458,59.7503,0
11.7,38.5821,0
20.2766,60.006,0
39.815,62.7689,0
36.349,90.0954,0
50.7054,18.8138,0
92.0028,20.1696,0
88.2191,92.8027,0
71.4187,48.5676,0
99.4083,2.43125,0
18.9192,43.906,0
1.65607,20.5866,0
30.2344,37.2653,0
42.7077,48.6079,0
84.1676,89.9193,0
91.9019,80.0163,0
37.6886,41.1549,0
44.014,53.1319,0
82.7935,55.6702,0
71.4069,88.4989,0
77.4659,50.1726,0
0.432104,9.52331,0
9.49798,83.161,0
67.6878,86.2506,0
11.2142,56.6005,0
71.878,64.4656,0
79.0201,85.3618,0
93.641,57.994,0
24.8172,88.7664,0
40.0823,72.7915,0
44.8729,95.154,0
4.18228,23.6796,0
41.0093,31.6861,0
4.52328,63.779,0
50.8666,47.4031,0
94.3985,96.2052,0
94.1819,64.6343,0
98.4869,93.8095,0
21.2037,87.1527,0
23.6482,88.5371,0
30.8438,14.5181,0
76.8408,43.7003,0
35.0389,94.343,0
40.8454,69.0157,0
12.7269,44.6893,0
65.0306,31.3568,0
